anime_id,title,title_english,title_synonyms,image_url,type,source,episodes,status,airing,aired_string,aired,duration,rating,score,scored_by,rank,popularity,members,favorites,background,premiered,broadcast,producer,licensor,studio,genre,duration_min,aired_from_year
14355,Yama no Susume,Encouragement of Climb,,https://myanimelist.cdn-dena.com/images/anime/7/75525.jpg,TV,Manga,12,Finished Airing,FALSE,"Jan 3, 2013 to Mar 21, 2013","{'from': '2013-01-03', 'to': '2013-03-21'}",3 min. per ep.,G - All Ages,6.82,14762,4256,1842,37639,65,Yama no Susume adapts the 1st volume and part of the 2nd volume of siro&#039;s manga series of the same title.,Winter 2013,Thursdays at 01:30 (JST),Earth Star Entertainment,,8bit,"Adventure, Slice of Life, Comedy",3,2013
11827,Kuroinu: Kedakaki Seijo wa Hakudaku ni Somaru,,,https://myanimelist.cdn-dena.com/images/anime/7/33059.jpg,OVA,Visual novel,4,Finished Airing,FALSE,"Jan 27, 2012 to Jan 31, 2014","{'from': '2012-01-27', 'to': '2014-01-31'}",30 min. per ep.,Rx - Hentai,7.56,6748,,3031,15385,437,,,,,,Majin,"Action, Fantasy, Hentai",30,2012
35240,Princess Principal,Princess Principal,,https://myanimelist.cdn-dena.com/images/anime/7/86768.jpg,TV,Original,12,Finished Airing,FALSE,"Jul 9, 2017 to Sep 24, 2017","{'from': '2017-07-09', 'to': '2017-09-24'}",25 min. per ep.,R - 17+ (violence & profanity),7.71,33779,1085,922,92722,609,,Summer 2017,Sundays at 23:00 (JST),"Bandai Visual, Lantis, Movic, Tokyo MX, Q-Tec, Hakuhodo DY Music &amp; Pictures, Medicos Entertainment",Sentai Filmworks,"Actas, Studio 3Hz","Action, Mystery, Historical",25,2017
10197,Nyanpire The Animation,,,https://myanimelist.cdn-dena.com/images/anime/11/46147.jpg,TV,Manga,12,Finished Airing,FALSE,"Jul 6, 2011 to Sep 21, 2011","{'from': '2011-07-06', 'to': '2011-09-21'}",4 min. per ep.,G - All Ages,6.78,11034,4413,2572,21460,83,,Summer 2011,Wednesdays at 22:54 (JST),,,Gonzo,"Comedy, Supernatural, Vampire",4,2011
15279,Kira Kira 5th Anniversary Live Anime: Kick Start Generation,,,https://myanimelist.cdn-dena.com/images/anime/13/41237.jpg,OVA,Visual novel,1,Finished Airing,FALSE,"Mar 27, 2013","{'from': '2013-03-27', 'to': '2013-03-27'}",26 min.,G - All Ages,6.57,579,5335,7323,1599,3,,,,"Lantis, Media Factory",,Silver Link.,Music,26,2013
1587,Tenpou Ibun: Ayakashi Ayashi,Ghost Slayers Ayashi,"Tenpouibun Ayakashiayashi, Strange Story of Tempou Era: Ayakashiayashi",https://myanimelist.cdn-dena.com/images/anime/11/4452.jpg,TV,Original,25,Finished Airing,FALSE,"Oct 7, 2006 to Mar 31, 2007","{'from': '2006-10-07', 'to': '2007-03-31'}",20 min. per ep.,R - 17+ (violence & profanity),7,3288,3582,3394,12136,20,,Fall 2006,Unknown,"Aniplex, Mainichi Broadcasting System",Bandai Entertainment,Bones,"Supernatural, Demons, Historical",20,2006
10588,Persona 4 the Animation,Persona 4 the Animation,P4A,https://myanimelist.cdn-dena.com/images/anime/4/29107.jpg,TV,Game,25,Finished Airing,FALSE,"Oct 7, 2011 to Mar 30, 2012","{'from': '2011-10-07', 'to': '2012-03-30'}",25 min. per ep.,PG-13 - Teens 13 or older,7.63,76059,1278,479,167555,1748,"Persona 4 the Animation, based on the popular 2008 PlayStation 2 game, was directed by Seiji Kishi, well-known from other game adaptations. ",Fall 2011,Unknown,"Aniplex, Mainichi Broadcasting System, ASCII Media Works, Index",Sentai Filmworks,AIC A.S.T.A.,"Sci-Fi, Adventure, Mystery, Super Power, Supernatural, School",25,2011
6922,Fate/stay night Movie: Unlimited Blade Works,Fate/stay night: Unlimited Blade Works,"Gekijouban Fate/Stay Night: Unlimited Blade Works, Fate/stay night Movie, Fate/stay night UBW",https://myanimelist.cdn-dena.com/images/anime/9/80350.jpg,Movie,Visual novel,1,Finished Airing,FALSE,"Jan 23, 2010","{'from': '2010-01-23', 'to': '2010-01-23'}",1 hr. 40 min.,PG-13 - Teens 13 or older,7.53,77292,1549,609,136486,732,,,,"Geneon Universal Entertainment, Frontier Works, TBS, KlockWorx, Notes, CREi",Sentai Filmworks,Studio Deen,"Action, Fantasy, Magic, Supernatural",100,2010
15211,Nazotoki-hime wa Meitantei♥,,Nazotokihime ha Meitantei,https://myanimelist.cdn-dena.com/images/anime/10/42143.jpg,OVA,Manga,6,Finished Airing,FALSE,"Aug 3, 2012 to Dec 27, 2013","{'from': '2012-08-03', 'to': '2013-12-27'}",12 min. per ep.,G - All Ages,5.43,14,11419,10531,291,0,,,,,,SynergySP,"Mystery, Shoujo",12,2012
6702,Fairy Tail,Fairy Tail,"FAIRY TAIL, FT",https://myanimelist.cdn-dena.com/images/anime/5/18179.jpg,TV,Manga,175,Finished Airing,FALSE,"Oct 12, 2009 to Mar 30, 2013","{'from': '2009-10-12', 'to': '2013-03-30'}",24 min. per ep.,PG-13 - Teens 13 or older,8.08,423745,452,19,818652,37733,"Fairy Tail won Animax Asia&#039;s Anime of the Year Award in 2010, and the Best Japanese Anime Award and Best French Dubbing Award at the 19th Anime & Manga Grand Prix in 2012.",Fall 2009,Saturdays at 10:30 (JST),"TV Tokyo, Dentsu, Pony Canyon, Kodansha, DAX Production, Sakura Create",Funimation,"Satelight, A-1 Pictures","Action, Adventure, Comedy, Magic, Fantasy, Shounen",24,2009
34975,Marvel Future Avengers,,,https://myanimelist.cdn-dena.com/images/anime/12/85994.jpg,TV,Other,26,Finished Airing,FALSE,"Jul 22, 2017 to Jan 20, 2018","{'from': '2017-07-22', 'to': '2018-01-20'}",22 min. per ep.,PG - Children,5.09,34,11187,7208,1699,3,,Summer 2017,Saturdays at 08:00 (JST),,,Madhouse,"Action, Super Power, Kids",22,2017
19841,Super Seisyun Brothers,,"SSB, Super Seishun Brothers",https://myanimelist.cdn-dena.com/images/anime/2/53807.jpg,TV,Web manga,14,Finished Airing,FALSE,"Sep 14, 2013 to Dec 14, 2013","{'from': '2013-09-14', 'to': '2013-12-14'}",4 min. per ep.,PG-13 - Teens 13 or older,6.93,10578,3827,2514,22259,36,,Fall 2013,Unknown,AIC,,AIC Plus+,"Comedy, Josei, Slice of Life",4,2013
24641,Baku Ane: Otouto Shibocchau zo! The Animation,,,https://myanimelist.cdn-dena.com/images/anime/4/63429.jpg,OVA,Visual novel,1,Finished Airing,FALSE,"Aug 29, 2014","{'from': '2014-08-29', 'to': '2014-08-29'}",33 min.,Rx - Hentai,7.5,6175,,3193,14009,225,"A director&#039;s cut was released in September 2017 which contains 5 minutes of additional footage, making a total runtime of 38 minutes.",,,Pink Pineapple,,Seven,Hentai,33,2014
24021,Sei Shoujo The Animation,,,https://myanimelist.cdn-dena.com/images/anime/9/63419.jpg,OVA,Visual novel,1,Finished Airing,FALSE,"Jul 25, 2014","{'from': '2014-07-25', 'to': '2014-07-25'}",30 min.,Rx - Hentai,6.85,1016,,5915,3062,15,,,,Pink Pineapple,,Office Takeout,Hentai,30,2014
5199,Seto no Hanayome Fan Disc,,,https://myanimelist.cdn-dena.com/images/anime/13/22428.jpg,Special,Manga,2,Finished Airing,FALSE,"Sep, 2008","{'from': None, 'to': None}",6 min. per ep.,PG-13 - Teens 13 or older,7.18,1708,2904,4616,5737,4,,,,AIC,,Gonzo,"Comedy, Parody, School",6,2008
22225,Momo Kyun Sword,Momokyun Sword,,https://myanimelist.cdn-dena.com/images/anime/2/64445.jpg,TV,Light novel,12,Finished Airing,FALSE,"Jul 9, 2014 to Sep 24, 2014","{'from': '2014-07-09', 'to': '2014-09-24'}",24 min. per ep.,R+ - Mild Nudity,5.66,6457,8089,2460,23317,20,,Summer 2014,Unknown,flying DOG,Sentai Filmworks,"Project No.9, Tri-Slash","Comedy, Ecchi, Fantasy",24,2014
33274,Onara Gorou,,Fart Gorou,https://myanimelist.cdn-dena.com/images/anime/2/79963.jpg,TV,Original,13,Finished Airing,FALSE,"Jul 3, 2016 to Sep 24, 2016","{'from': '2016-07-03', 'to': '2016-09-24'}",3 min. per ep.,PG - Children,5.62,2571,8161,4141,7543,27,,Summer 2016,Sundays at Unknown,,,ILCA,Comedy,3,2016
146,Kono Minikuku mo Utsukushii Sekai,This Ugly Yet Beautiful World,,https://myanimelist.cdn-dena.com/images/anime/10/21035.jpg,TV,Original,12,Finished Airing,FALSE,"Apr 2, 2004 to Jun 18, 2004","{'from': '2004-04-02', 'to': '2004-06-18'}",24 min. per ep.,R+ - Mild Nudity,6.87,23159,4042,1601,46881,164,This is Gainax&#039;s 20th anniversary work.,Spring 2004,Fridays at 00:30 (JST),"Geneon Universal Entertainment, TBS, Rondo Robe, Movic",ADV Films,"Gainax, Shaft","Sci-Fi, Comedy, Drama, Magic, Romance, Ecchi",24,2004
21267,Go! Go! 575,,,https://myanimelist.cdn-dena.com/images/anime/12/75228.jpg,TV,Game,4,Finished Airing,FALSE,"Jan 10, 2014 to Jan 31, 2014","{'from': '2014-01-10', 'to': '2014-01-31'}",3 min. per ep.,PG-13 - Teens 13 or older,5.72,4795,7947,3880,8804,3,,Winter 2014,Unknown,"Sega, Half H.P Studio",,"C2C, Lay-duce",Slice of Life,3,2014
221,Mezzo Forte,,,https://myanimelist.cdn-dena.com/images/anime/6/37391.jpg,OVA,Original,2,Finished Airing,FALSE,"May 25, 2000 to Jun 25, 2001","{'from': '2000-05-25', 'to': '2001-06-25'}",30 min. per ep.,Rx - Hentai,6.72,9503,,2820,17853,66,,,,Green Bunny,"Media Blasters, SoftCel Pictures",Arms,"Action, Comedy, Hentai, Sci-Fi",30,2000
1483,Master Keaton,,Master Keaton: Blood and Bullets,https://myanimelist.cdn-dena.com/images/anime/10/2817.jpg,TV,Manga,24,Finished Airing,FALSE,"Oct 6, 1998 to Mar 29, 1999","{'from': '1998-10-06', 'to': '1999-03-29'}",23 min. per ep.,R - 17+ (violence & profanity),7.7,2684,1111,3338,12673,68,,Fall 1998,Tuesdays at 00:50 (JST),"VAP, Shogakukan Productions",Geneon Entertainment USA,Madhouse,"Adventure, Mystery",23,1998
32518,Shoujo kara Shoujo e...,,,https://myanimelist.cdn-dena.com/images/anime/11/78059.jpg,OVA,Manga,2,Finished Airing,FALSE,"Feb 12, 2016 to Mar 11, 2016","{'from': '2016-02-12', 'to': '2016-03-11'}",16 min. per ep.,Rx - Hentai,7.04,1091,,5651,3451,14,,,,EDGE,,BreakBottle,Hentai,16,2016
1640,Angel&#039;s Feather,Angel&#039;s Feather,,https://myanimelist.cdn-dena.com/images/anime/1/1640.jpg,OVA,Visual novel,2,Finished Airing,FALSE,"Apr 28, 2006 to May 26, 2006","{'from': '2006-04-28', 'to': '2006-05-26'}",30 min. per ep.,PG-13 - Teens 13 or older,5.58,8348,8228,2980,15962,30,,,,,Media Blasters,Venet,"Sci-Fi, Supernatural, Drama, Romance, Fantasy, Shounen Ai",30,2006
35314,"Busou Shoujo Machiavellianism: Doki! ""Goken-darake"" no Ian Ryokou",,Busou Shoujo Machiavellianism Episode 13,https://myanimelist.cdn-dena.com/images/anime/6/89687.jpg,OVA,Manga,1,Finished Airing,FALSE,"Nov 25, 2017","{'from': '2017-11-25', 'to': '2017-11-25'}",23 min.,PG-13 - Teens 13 or older,6.9,4685,3901,2973,16145,14,,,,,,Silver Link.,"Action, School, Shounen",23,2017
7082,Shugo Chara! Party!,,"Shugo Chara!!! Dokki Doki, Shugo Chara! Third, Shugo Chara! Pucchi Puchi",https://myanimelist.cdn-dena.com/images/anime/6/17170.jpg,TV,Manga,25,Finished Airing,FALSE,"Oct 3, 2009 to Mar 27, 2010","{'from': '2009-10-03', 'to': '2010-03-27'}",21 min. per ep.,PG - Children,6.71,23040,4731,1561,48456,253,,Fall 2009,Unknown,"TV Tokyo, Sotsu",,Satelight,"Comedy, Magic, School, Shoujo",21,2009
35952,Devilman Memorial,,,https://myanimelist.cdn-dena.com/images/anime/10/86910.jpg,OVA,Manga,1,Finished Airing,FALSE,1999,"{'from': None, 'to': None}",59 min.,R - 17+ (violence & profanity),5.97,92,7412,9179,608,1,Originally released on VHS and Laser Disc in 1999 and has never been released on DVD. It was also included in the Devilman blu-ray box set.,,,,,Toei Animation,"Action, Horror, Demons, Supernatural",59,1999
10521,Working&#039;!!,Wagnaria!!2,Working!! 2,https://myanimelist.cdn-dena.com/images/anime/3/75263.jpg,TV,4-koma manga,13,Finished Airing,FALSE,"Oct 1, 2011 to Dec 24, 2011","{'from': '2011-10-01', 'to': '2011-12-24'}",24 min. per ep.,PG-13 - Teens 13 or older,7.96,93040,609,516,156252,386,"The first episode received a preview airing on September 3, 2011. The regular television airing started on October 1, 2011. ",Fall 2011,Unknown,"Aniplex, Yomiuri Telecasting, Rakuonsha","NIS America, Inc.",A-1 Pictures,"Slice of Life, Comedy, Romance",24,2011
3335,Haikara-san ga Tooru,Smart-san,"Here Comes Ms. Modern, Mademoiselle Anne, Haikara-san Passes, Comes Miss High-Collar, Haikara-san ga Toru",https://myanimelist.cdn-dena.com/images/anime/2/22741.jpg,TV,Manga,42,Finished Airing,FALSE,"Jun 3, 1978 to Mar 31, 1979","{'from': '1978-06-03', 'to': '1979-03-31'}",24 min. per ep.,PG-13 - Teens 13 or older,7.37,318,2149,6820,2036,7,,Summer 1978,Unknown,Asahi Broadcasting,,Nippon Animation,"Slice of Life, Romance, Historical, Drama, Shoujo",24,1978
594,Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,Naruto: The Lost Story - Mission: Protect the Waterfall Village,"Battle at Hidden Falls. I am the Hero!, Naruto OVA 2, Naruto: Jump Festa 2004",https://myanimelist.cdn-dena.com/images/anime/11/20921.jpg,Special,Manga,1,Finished Airing,FALSE,"Dec 20, 2003","{'from': '2003-12-20', 'to': '2003-12-20'}",40 min.,PG-13 - Teens 13 or older,6.84,35543,4157,1360,59577,269,,,,,Viz Media,Studio Pierrot,"Action, Adventure, Comedy, Shounen, Super Power",40,2003
2520,Dragon Ball Specials,Dragon Ball Specials,"Dragon Ball: Goku no Koutsuuanzen, Dragon Ball: Goku&#039;s Traffic Safety, Dragon Ball: Goku no Shouboutai, Dragon Ball: Goku&#039;s Fire Brigade",https://myanimelist.cdn-dena.com/images/anime/13/24380.jpg,Special,Manga,2,Finished Airing,FALSE,"Jun 8, 1988","{'from': '1988-06-08', 'to': '1988-06-08'}",12 min. per ep.,PG - Children,6.91,9271,3870,2783,18357,30,,,,,,Toei Animation,"Fantasy, Comedy, Super Power, Shounen",12,1988
4130,Petit Eva: Evangelion@School,,"Puchi Eva, Eva-School, EAS, EOS, Neon Genesis Evangelion @ School",https://myanimelist.cdn-dena.com/images/anime/10/7593.jpg,ONA,Original,24,Finished Airing,FALSE,"Mar 20, 2007 to Mar 11, 2009","{'from': '2007-03-20', 'to': '2009-03-11'}",3 min. per ep.,G - All Ages,5.91,7131,7550,2833,17706,28,,,,"Bandai Visual, Bandai Channel",,"Xebec, Kanaban Graphics","Comedy, Parody, School",3,2007
